mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8787081339712917,1717306683,,True,1,5b3df_00064,2024-06-02_07-38-03,19485.043239355087,19485.043239355087,536207,cicciarella-alienware,147.162.13.167,19485.043239355087,1
