mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8218181818181819,1717517432,,True,1,5b3df_00082,2024-06-04_18-10-32,10765.074086666107,10765.074086666107,618555,cicciarella-alienware,147.162.13.167,10765.074086666107,1
