mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8985200845665962,1716522650,,True,1,5b3df_00003,2024-05-24_05-50-50,9473.82126379013,9473.82126379013,219627,cicciarella-alienware,147.162.13.167,9473.82126379013,1
