mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9044526901669758,1716652195,,True,1,5b3df_00015,2024-05-25_17-49-55,10571.59408736229,10571.59408736229,280552,cicciarella-alienware,147.162.13.167,10571.59408736229,1
