Lambda,Sparsity_avg,Sparsity_std,Accuracy_avg,Accuracy_std
0.0,0.8298280962639385,0.0065184629889348,0.925,0.0068041381743977
0.2,0.8325656987726688,0.0150498153505531,0.9194444444444444,0.026931554763424
0.4,0.8218264857927957,0.0117670476243655,0.9097222222222224,0.0304290309725092
0.6,0.8294640046026972,0.0118250915471791,0.9111111111111111,0.022135246459040584
0.8,0.8346461275385486,0.015454567002193205,0.923611111111111,0.019144512155680877
1.0,0.8155344582266277,0.014722309832222624,0.9180555555555555,0.04614791034954487
