Lambda,Sparsity_avg,Sparsity_std,Accuracy_avg,Accuracy_std
0.0,0.8260445664326349,0.0173273687075872,0.9125,0.0242956328951887
0.2,0.8226948686771923,0.0225640753400877,0.9263888888888888,0.0258348267190809
0.4,0.8209429212742382,0.0158924789787433,0.9083333333333334,0.0272165526975908
0.6000000000000001,0.8254045497212145,0.0152279149571141,0.8875,0.0360576527381865
0.8,0.839448621786303,0.010253742482341998,0.8972222222222221,0.05314201797141385
1.0,0.825158055457804,0.010379031127948296,0.9125,0.03530073618649678
